"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"
"63022"	"L281500"	9	0	0	0	"prem rupture of membranes onset of labour after 24 hours"	"February 2009"
"35484"	"679E.00"	8182	0	119	0	"antenatal education"	"February 2009"
"107531"	"63H..00"	31	0	0	0	"time of delivery"	"December 2013"
"106154"	"7F2Ay00"	8	0	0	0	"other specified obstetric doppler studies"	"May 2013"
"111542"	"L26z100"	1	0	0	0	"feto-placental problems nos - delivered"	"December 2016"
"37386"	"8B68.00"	1184	0	3	0	"pregnancy prophylactic therapy"	"February 2009"
"60877"	"L263800"	4	0	0	0	"maternal care for fetal decelerations during pregnancy"	"February 2009"
"103512"	"L330200"	2	0	0	0	"prolapse of cord with antenatal problem"	"January 2012"
"98003"	"Z23B400"	4	0	0	0	"contraction of uterus during labour"	"November 2009"
"107225"	"L165z00"	3	0	0	0	"asymptomatic bacteriuria in pregnancy nos"	"November 2013"
"59269"	"L463400"	5	0	0	0	"other breast disorder in pregnancy/puerperium/lact +p/n comp"	"February 2009"
"8122"	"633..00"	90339	0	173	0	"outcome of delivery"	"February 2009"
"13968"	"584D.00"	2191	0	157	7139	"antenatal ultrasound confirms intra-uterine pregnancy"	"February 2009"
"92415"	"L095.00"	5	0	0	0	"shock following abortive pregnancy"	"February 2009"
"35273"	"L097.00"	25	0	1	0	"readmission for abortive pregnancy (nhs codes)"	"February 2009"
"109880"	"7F2Az11"	12	0	0	0	"obstetric doppler ultrasound nos"	"July 2015"
"48200"	"8HMN.00"	80	0	37	0	"listed for obstetric admission"	"February 2009"
"99939"	"L33y200"	2	0	0	0	"other umbilical cord complications with antenatal problem"	"June 2010"
"96310"	"7L1dy00"	6	0	0	0	"other specified delivery of chemotherapy for neoplasm"	"April 2009"
"20152"	"L090y00"	411	0	26	0	"sepsis nos following abortion/ectopic/molar pregnancy"	"February 2009"
"23590"	"L300.00"	56	0	5	0	"obstructed labour due to fetal malposition"	"February 2009"
"73319"	"L302.00"	1	0	0	0	"obstructed labour caused by pelvic soft tissues"	"February 2009"
"97723"	"L280000"	4	0	0	0	"oligohydramnios unspecified"	"October 2009"
"62676"	"L382000"	1	0	0	0	"obstetric anaesthesia with cns complications unspecified"	"February 2009"
"50009"	"L461100"	6	0	0	0	"cracked nipple in pregnancy/puerperium/lactation - delivered"	"February 2009"
"15533"	"L451400"	157	0	14	1	"obstetric breast abscess with postnatal complication"	"February 2009"
"2872"	"L371200"	115	0	33	0	"retained products with no haemorrhage with postnatal problem"	"February 2009"
"54942"	"L123100"	126	0	0	0	"transient hypertension of pregnancy - delivered"	"February 2009"
"51929"	"L354.11"	82	0	5	0	"high vaginal laceration - obstetric"	"February 2009"
"34843"	"L352.11"	34	0	0	0	"inversion of uterus - obstetric"	"February 2009"
"35977"	"3188.00"	39	0	1	0	"placental localisation"	"February 2009"
"7633"	"K316.00"	26468	0	1609	0	"galactorrhoea due to nonobstetric cause"	"February 2009"
"44286"	"ZL1C200"	132	0	12	0	"under care of obstetrician"	"February 2009"
"4797"	"5842.00"	232	0	52	4942	"u-s obstetric scan normal"	"February 2009"
"49661"	"7Fy..00"	14	0	1	0	"other specified obstetric operations"	"February 2009"
"115666"	"L363.11"	1	0	0	0	"afibrinogenaemia - postpartum"	"July 2021"
"54701"	"ZV23y00"	13	0	0	0	"[v]other specified high-risk pregnancy"	"February 2009"
"55225"	"L32z.00"	20	0	0	0	"prolonged labour nos"	"February 2009"
"101354"	"L244311"	2	0	0	0	"cystocele complicating antenatal care - baby not delivered"	"January 2011"
"23348"	"L37z.00"	80	0	8	0	"retained placenta or membranes with no haemorrhage nos"	"February 2009"
"108134"	"L37..12"	3	0	0	0	"retained placenta without haemorrhage"	"June 2014"
"71162"	"L16y100"	23	0	0	0	"other pregnancy complication - delivered"	"February 2009"
"102635"	"8Cg..00"	107	0	0	0	"pregnancy termination care"	"July 2011"
"104806"	"L463100"	1	0	0	0	"other breast disorder in pregnancy/puerperium/lact - deliv"	"August 2012"
"41036"	"7M35000"	16	0	0	0	"gas and air analgesia in labour"	"February 2009"
"26698"	"27Z..00"	1029	0	2	0	"obstetric examination nos"	"February 2009"
"113741"	"L184z00"	1	0	0	0	"mental disorder during pregnancy/childbirth/puerperium nos"	"May 2019"
"18810"	"62X..00"	43178	0	12	7	"length of gestation"	"February 2009"
"43760"	"7F1Az00"	127	0	0	0	"other method of delivery nos"	"February 2009"
"66837"	"L360z00"	47	0	0	0	"third-stage postpartum haemorrhage nos"	"February 2009"
"63825"	"Q014.00"	28	0	1	0	"fetus or neonate affected by ectopic pregnancy"	"February 2009"
"72835"	"Q01z.00"	14	0	0	0	"fetus/neonate affected by maternal complic pregnancy nos"	"February 2009"
"114671"	"L165000"	1	0	0	0	"asymptomatic bacteriuria in pregnancy unspecified"	"February 2020"
"113919"	"64i..00"	27	0	0	0	"centile age adjustment for gestational age"	"July 2019"
"39611"	"62GE.00"	5	0	1	1462	"antenatal ultrasound scan at 22-40 weeks"	"February 2009"
"111849"	"Lyu2000"	5	0	0	0	"[x]other haemorrhage in early pregnancy"	"May 2017"
"104405"	"Z256100"	1	0	0	0	"normal length of third stage of labour"	"June 2012"
"69285"	"L35y200"	1	0	0	0	"other obstetric trauma - delivered with postnatal problem"	"February 2009"
"71720"	"L350z00"	12	0	0	0	"rupture of uterus before labour nos"	"February 2009"
"39866"	"7F1A200"	1	0	0	0	"cleidotomy of fetus to facilitate delivery"	"February 2009"
"99008"	"Q014300"	12	0	0	0	"fetus or neonate affected by tubal ectopic pregnancy"	"April 2010"
"63319"	"L096.11"	2	0	0	0	"embolus following abortive pregnancy"	"February 2009"
"98499"	"L25z300"	2	0	0	0	"maternal care for suspect fetal abnormal and damage, unspec"	"February 2010"
"113319"	"L284200"	3	0	0	0	"amniotic cavity infection with antenatal problem"	"February 2019"
"113599"	"L432000"	1	0	0	0	"obstetric blood-clot pulmonary embolism unspecified"	"April 2019"
"102745"	"L362100"	4	0	0	0	"secondary postpartum haemorrhage - deliv with postnatal prob"	"August 2011"
"110868"	"L181000"	2	0	0	0	"thyroid dysfunction - unspec whether in pregnancy/puerperium"	"June 2016"
"40169"	"44CV.00"	0	0	0	100	"serum alkaline phosphatase placental enzyme level"	"February 2009"
"40597"	"ZV28y00"	779	0	2	6	"[v]other specified antenatal screening"	"February 2009"
"66649"	"L41z500"	14	0	0	0	"venous complication of pregnancy, unspecified"	"February 2009"
"60124"	"Z243411"	2	0	0	0	"rapid progress in first stage of labour"	"February 2009"
"94527"	"L16y400"	4	0	0	0	"other pregnancy complication with postnatal complication"	"February 2009"
"30805"	"L34y000"	10	0	0	0	"other vulval/perineal trauma during delivery, unspecified"	"February 2009"
"11530"	"Z254900"	11923	0	5	0	"vaginal delivery"	"February 2009"
"67489"	"L34z000"	5	0	0	0	"vulval/perineal trauma during delivery nos unspec"	"February 2009"
"69500"	"L114100"	6	0	0	0	"antepartum haemorrhage with trauma - delivered"	"February 2009"
"108094"	"L394000"	1	0	0	0	"other complications of obstetric procedures unspecified"	"June 2014"
"103104"	"L176300"	2	0	0	0	"other maternal viral dis.in pregnancy-baby not yet delivered"	"October 2011"
"68004"	"Q01..00"	33	0	0	0	"fetus/neonate affected by maternal complication of pregnancy"	"February 2009"
"27201"	"444..00"	4	0	1	489	"feto/placental hormones"	"February 2009"
"4638"	"7F13.00"	47206	0	614	1	"other caesarean delivery"	"February 2009"
"52299"	"Q007200"	29	0	0	0	"fetus/neonate affected by placental/breast transfer narcotic"	"February 2009"
"40744"	"Z254A00"	81	0	4	0	"abnormal delivery"	"February 2009"
"25157"	"L142100"	508	0	0	0	"early onset of delivery - delivered"	"February 2009"
"9170"	"L12..00"	11619	0	143	0	"hypertension complicating pregnancy/childbirth/puerperium"	"February 2009"
"70557"	"L110000"	19	0	0	0	"placenta praevia without haemorrhage unspecified"	"February 2009"
"73432"	"L18z100"	3	0	0	0	"medical condition nos during pregnancy - baby delivered"	"February 2009"
"17704"	"L395.13"	270	0	1	0	"simpson's forceps delivery"	"February 2009"
"39573"	"Z265900"	8	0	0	0	"umbilical cord not around baby's neck at delivery"	"February 2009"
"62508"	"ZV24000"	34	0	0	0	"[v]examination immediately after delivery"	"February 2009"
"104466"	"L179.00"	5	0	0	0	"hiv disease complicating pregnancy childbirth puerperium"	"July 2012"
"2923"	"62T1.00"	10543	0	485	0	"puerperal depression"	"February 2009"
"68169"	"Q021.00"	5	0	0	0	"fetus/neonate affect other placental separation/haemorrhage"	"February 2009"
"37055"	"Q035500"	14	0	0	0	"fetus/neonate affected by maternal pethidine in labour/deliv"	"February 2009"
"96222"	"L25z400"	1	0	1	0	"maternal care for fetal abnormality and damage, unspecified"	"April 2009"
"7916"	"Z254500"	3327	0	3	0	"delivered by caesarean section - pregnancy at term"	"February 2009"
"114802"	"L38z.00"	2	0	0	0	"obstetric anaesthetic complications nos"	"April 2020"
"93644"	"L293100"	1	0	0	0	"septicaemia during labour - delivered"	"February 2009"
"21119"	"L182300"	2448	0	4	0	"anaemia during pregnancy - baby not yet delivered"	"February 2009"
"112698"	"L403z00"	4	0	0	0	"puerperal septicaemia nos"	"May 2018"
"61596"	"Q017300"	3	0	0	0	"fetus or neonate affected by oblique lie before labour"	"February 2009"
"9408"	"L10y.11"	29461	0	2761	0	"bleeding in early pregnancy"	"February 2009"
"111075"	"Qyu1200"	2	0	0	0	"[x]other 'heavy for gestational age' infants"	"July 2016"
"55761"	"Q021500"	9	0	0	0	"fetus or neonate affected by premature placental separation"	"February 2009"
"112607"	"6762.00"	16	0	0	0	"education about thyroid disease in pregnancy"	"April 2018"
"47197"	"L410400"	9	0	3	0	"varicose veins of legs in pregnancy/puerperium + p/n comp"	"February 2009"
"64099"	"L168000"	6	0	0	0	"fatigue during pregnancy unspecified"	"February 2009"
"54761"	"L170.00"	115	0	3	2	"maternal syphilis in pregnancy/childbirth/puerperium"	"February 2009"
"5033"	"7F16100"	406	0	14	1	"high forceps cephalic delivery nec"	"February 2009"
"10278"	"L180800"	1152	0	5	0	"diabetes mellitus arising in pregnancy"	"February 2009"
"26549"	"62B1.00"	766	0	1	0	"delivery: no place booked"	"February 2009"
"11589"	"7F25100"	225	0	0	0	"fetal heart monitoring in labour"	"February 2009"
"86327"	"7M0f000"	285	0	1	0	"over 20 weeks gestational age"	"February 2009"
"70046"	"L2A4.00"	2	0	0	0	"abnormal radiological finding on antenatal screen of mother"	"February 2009"
"58187"	"Lyu4500"	0	0	0	0	"[x]obstructed labour due to other abnormalities of fetus"	"February 2009"
"105047"	"L2A2.00"	1	0	0	0	"abnormal cytological finding on antenatal screen of mother"	"October 2012"
"7377"	"Lyu6A00"	1458	0	12	0	"[x]infection of caesarean section wound following delivery"	"February 2009"
"97485"	"L403000"	2	0	0	0	"puerperal septicaemia unspecified"	"August 2009"
"96678"	"L33z200"	3	0	0	0	"umbilical cord complications nos with antenatal problem"	"April 2009"
"63773"	"L416100"	25	0	0	0	"haemorrhoids in pregnancy and the puerperium - delivered"	"February 2009"
"2602"	"L166.11"	453	0	9	0	"cystitis of pregnancy"	"February 2009"
"9986"	"Z212.11"	3211	0	123	0	"pregnancy care"	"February 2009"
"66594"	"L186.11"	1	0	0	0	"heart disease during pregnancy"	"February 2009"
"19544"	"62Q6.00"	17385	0	13	1	"postnatal care"	"February 2009"
"50293"	"7F1z.00"	261	0	1	0	"induction and delivery operations nos"	"February 2009"
"112125"	"L171100"	1	0	0	0	"maternal gonorrhoea during pregnancy - baby delivered"	"September 2017"
"35158"	"Z225.00"	3712	0	779	0	"normal pregnancy"	"February 2009"
"71171"	"L350000"	4	0	0	0	"rupture of uterus before labour unspecified"	"February 2009"
"67862"	"L39..00"	4727	0	0	0	"other complications of labour and delivery nec"	"February 2009"
"40875"	"L341200"	27	0	0	0	"second degree perineal tear during delivery with p/n prob"	"February 2009"
"106163"	"L38yz00"	2	0	0	0	"other complications of obstetric anaesthesia nos"	"May 2013"
"106135"	"Z244200"	3	0	0	0	"long duration of labour"	"May 2013"
"72517"	"L41z613"	10	0	0	0	"puerperal thrombosis nos"	"February 2009"
"64626"	"Z262E11"	3	0	0	0	"stale retroplacental clot"	"February 2009"
"101499"	"L246z12"	2	0	0	0	"stenosis of cervix in pregnancy/childbirth/puerperium nos"	"January 2011"
"33255"	"L246z11"	6	0	3	0	"polyp of cervix in pregnancy/childbirth/puerperium nos"	"February 2009"
"48785"	"63D1.00"	64	0	0	0	"placental weight"	"February 2009"
"56542"	"L240z11"	24	0	0	0	"bicornuate uterus in pregnancy, childbirth or puerperium nos"	"February 2009"
"73403"	"L131000"	11	0	0	0	"hyperemesis gravidarum with metabolic disturbance unsp"	"February 2009"
"41016"	"L247.11"	16	0	0	0	"septate vagina in pregnancy, childbirth and the puerperium"	"February 2009"
"40262"	"L247.13"	21	0	1	0	"vaginal abnormality in pregnancy/childbirth/puerperium"	"February 2009"
"103781"	"Z676.00"	3	0	0	0	"postnatal class"	"February 2012"
"15697"	"L452000"	178	0	0	0	"obstetric nonpurulent mastitis unspecified"	"February 2009"
"63277"	"L393.00"	35	0	1	0	"acute renal failure following labour and delivery"	"February 2009"
"6478"	"L188.00"	169	0	0	7	"abnormal glucose tolerance test in pregnancy/childb/puerp"	"February 2009"
"50089"	"L452.11"	7	0	1	0	"lymphangitis of breast - obstetric"	"February 2009"
"106454"	"L370200"	5	0	0	0	"retained placenta with no haemorrhage with postnatal problem"	"June 2013"
"73727"	"L168z00"	5	0	0	0	"fatigue during pregnancy nos"	"February 2009"
"55889"	"L175300"	5	0	0	0	"maternal rubella during pregnancy - baby not yet delivered"	"February 2009"
"15685"	"L2A..00"	201	0	9	1	"abnormal findings on antenatal screening of mother"	"February 2009"
"34670"	"Q03z.00"	38	0	3	0	"fetus/neonate affected by complic labour/delivery nos"	"February 2009"
"7517"	"621C.00"	15147	0	2346	0	"unplanned pregnancy"	"February 2009"
"16281"	"L45z400"	183	0	0	0	"obstetric breast infection nos with postnatal complication"	"February 2009"
"59910"	"L17z.00"	4	0	0	0	"maternal infect/parasitic dis nos in pregnancy/childb/puerp"	"February 2009"
"60924"	"Z255711"	5	0	0	0	"no progress with delivery"	"February 2009"
"106001"	"L399.00"	2	0	0	0	"destructive operation for delivery"	"April 2013"
"59739"	"L450z00"	14	0	0	0	"obstetric nipple infection nos"	"February 2009"
"35710"	"L452z00"	225	0	0	0	"obstetric nonpurulent mastitis nos"	"February 2009"
"64748"	"L370z00"	27	0	0	0	"retained placenta with no haemorrhage nos"	"February 2009"
"53908"	"Lyu0000"	31	0	1	0	"[x]other ectopic pregnancy"	"February 2009"
"2029"	"62G..00"	6544	0	3337	287970	"antenatal ultrasound scan"	"February 2009"
"32380"	"L34..12"	97	0	11	0	"vulval delivery trauma"	"February 2009"
"96614"	"Q035100"	2	0	0	0	"fetus/neonate affected by mat analgesic agent in labour/del"	"April 2009"
"3385"	"L371.00"	135	0	19	0	"retained portion of placenta or membranes - no haemorrhage"	"February 2009"
"5071"	"62S..11"	458784	0	3054	23	"postnatal exam. - maternal"	"February 2009"
"42661"	"Q021011"	15	0	0	0	"fetus affected by aph - antepartum haemorrhage"	"February 2009"
"94874"	"Z244300"	1	0	0	0	"short duration of labour"	"February 2009"
"114238"	"L450200"	1	0	0	0	"obstetric nipple infection - delivered with p/n complication"	"October 2019"
"34173"	"L12B.00"	280	0	15	10	"proteinuric hypertension of pregnancy"	"February 2009"
"62052"	"L092500"	21	0	0	0	"uterus damage following abortive pregnancy"	"February 2009"
"56867"	"L300300"	15	0	0	0	"obstructed labour due to breech presentation"	"February 2009"
"23866"	"7F1B100"	16	0	2	0	"symphysiotomy to facilitate delivery"	"February 2009"
"3108"	"7F1B000"	10963	0	345	12	"episiotomy to facilitate delivery"	"February 2009"
"618"	"L398400"	69924	0	256	0	"delivery by emergency caesarean section"	"February 2009"
"63309"	"Q037312"	1	0	0	0	"fetus/neonate affected by uterine dysfunction in labour/del"	"February 2009"
"97836"	"L242100"	1	0	0	0	"uterine operation scar in pregnancy/childbirth/puerp - deliv"	"October 2009"
"61173"	"7F23y00"	12	0	0	0	"other specified immediate repair of obstetric laceration"	"February 2009"
"99889"	"L16A200"	1	0	0	0	"glycosuria during pregnancy - delivered with p/n comp"	"June 2010"
"98981"	"L166400"	1	0	0	0	"genitourinary tract infection in pregnancy with p/n comp"	"April 2010"
"2114"	"E03y300"	2495	0	148	0	"unspecified puerperal psychosis"	"February 2009"
"108039"	"Z262200"	1	0	0	0	"large placenta"	"May 2014"
"59601"	"L462200"	2	0	0	0	"breast engorgement in pregnancy/puerp/lact - del + p/n comp"	"February 2009"
"41421"	"62Z..00"	824	0	3	0	"maternal care nos"	"February 2009"
"15721"	"L45y.00"	3	0	0	0	"other obstetric breast infections"	"February 2009"
"16017"	"L166100"	44	0	8	1	"genitourinary tract infection in pregnancy - delivered"	"February 2009"
"31375"	"7F23200"	163	0	4	0	"immed repair obstetric laceration vagina and floor of pelvis"	"February 2009"
"15065"	"8B7..11"	180	0	1	0	"pregnancy vitamin/iron prophyl"	"February 2009"
"45439"	"Lyu3900"	26	0	0	0	"[x]maternal care/oth spcf known or suspected fetal problems"	"February 2009"
"66315"	"Lyu5500"	10	0	0	0	"[x]other specified assisted single delivery"	"February 2009"
"91101"	"7M0fz00"	443	0	0	2	"gestational age nos"	"February 2009"
"101566"	"L45y100"	1	0	0	0	"other obstetric breast infection - delivered"	"January 2011"
"109465"	"L184300"	1	0	0	0	"mental disorder during pregnancy - baby not yet delivered"	"April 2015"
"23791"	"L38A.00"	22	0	0	0	"failed or difficult intubation during labour and delivery"	"February 2009"
"99608"	"7F1Bz00"	3	0	0	0	"other operation to facilitate delivery nos"	"June 2010"
"2239"	"L270100"	36	0	2	0	"polyhydramnios - delivered"	"February 2009"
"10205"	"ZG9..00"	3077	0	142	0	"advice relating to pregnancy and fertility"	"February 2009"
"103154"	"L321z00"	3	0	0	0	"prolonged labour nos"	"October 2011"
"24038"	"13S..00"	656	0	14	0	"pregnancy benefits"	"February 2009"
"105500"	"L41yz00"	1	0	0	0	"other venous complication of pregnancy and puerperium nos"	"December 2012"
"99969"	"L35z400"	2	0	0	0	"obstetric trauma nos with postnatal problem"	"June 2010"
"41283"	"L187.00"	8	0	2	0	"orthopaedic disorders in pregnancy/childbirth/puerperium"	"February 2009"
"68029"	"L111z00"	31	0	0	0	"placenta praevia with haemorrhage nos"	"February 2009"
"47116"	"7F28000"	30	0	0	0	"placental localisation scan"	"February 2009"
"65243"	"L141000"	4	0	0	0	"other threatened labour unspecified"	"February 2009"
"60255"	"L351z00"	15	0	0	0	"rupture of uterus during and after labour nos"	"February 2009"
"98749"	"7F1B400"	1	0	0	0	"incision of cervix to facilitate delivery"	"March 2010"
"56834"	"L27..00"	184	0	0	0	"polyhydramnios and hydramnios"	"February 2009"
"4180"	"62S7.00"	93313	0	1553	29	"postnatal examination normal"	"February 2009"
"67333"	"ZV27z00"	39	0	0	0	"[v]unspecified delivery outcome"	"February 2009"
"63379"	"L183100"	5	0	0	0	"drug dependence during pregnancy - baby delivered"	"February 2009"
"59171"	"Q017400"	7	0	0	0	"fetus or neonate affected by transverse lie before labour"	"February 2009"
"38871"	"L246.00"	46	0	8	0	"other cervical abnormality in pregnancy/childbirth/puerp"	"February 2009"
"73793"	"Z262100"	3	0	0	0	"size of placenta"	"February 2009"
"104979"	"L354z00"	8	0	0	0	"obstetric high vaginal laceration nos"	"September 2012"
"103787"	"1514100"	3165	0	5	5	"estimated date of delivery by antenatal ultrasound scan"	"February 2012"
"94444"	"L352z00"	6	0	0	0	"obstetric inversion of uterus nos"	"February 2009"
"25254"	"Z21..00"	453	0	42	0	"care relating to reproduction and pregnancy"	"February 2009"
"13587"	"62RZ.00"	34632	0	3	0	"postnatal visit nos"	"February 2009"
"23691"	"L172.00"	113	0	0	0	"other venereal diseases in pregnancy/childbirth/puerperium"	"February 2009"
"65331"	"L34y200"	2	0	0	0	"other vulval/perineal trauma during delivery + p/n problem"	"February 2009"
"85204"	"L115100"	5	0	0	0	"antepartum haemorrhage with uterine leiomyoma - delivered"	"February 2009"
"30274"	"L395200"	3146	0	3	0	"low forceps delivery"	"February 2009"
"2382"	"584Z.00"	4895	0	1829	9452	"u-s obstetric diagn. scan nos"	"February 2009"
"115211"	"Z262G00"	1	0	0	0	"diameter of retroplacental clot"	"October 2020"
"62888"	"L400100"	10	0	0	0	"puerperal endometritis - delivered with postnatal comp"	"February 2009"
"49841"	"L444.00"	32	0	0	0	"placental polyp"	"February 2009"
"71742"	"L354000"	12	0	0	0	"obstetric high vaginal laceration unspecified"	"February 2009"
"33480"	"7F16y00"	352	0	1	0	"other specified forceps cephalic delivery"	"February 2009"
"69101"	"L389.00"	3	0	0	0	"cns comps of anaesthesia during labour and delivery"	"February 2009"
"50440"	"Z22A500"	94	0	0	0	"biochemical pregnancy"	"February 2009"
"71155"	"L115.00"	49	0	7	0	"antepartum haemorrhage with uterine leiomyoma"	"February 2009"
"56252"	"ZV22100"	23	0	0	0	"[v]other normal pregnancy supervision"	"February 2009"
"17317"	"L111.00"	591	0	5	0	"placenta praevia with haemorrhage"	"February 2009"
"35190"	"7F13z00"	4270	0	1	0	"other caesarean delivery nos"	"February 2009"
"13430"	"63D6.00"	790	0	1	0	"placenta incomplete"	"February 2009"
"112629"	"Z1H4.00"	1	0	0	0	"pain relief in labour"	"April 2018"
"39175"	"63D4.00"	235	0	0	0	"placental infarct"	"February 2009"
"31570"	"6224.00"	9106	0	15	0	"antenatal care: multip"	"February 2009"
"3272"	"7F11z00"	2718	0	152	0	"other induction of labour nos"	"February 2009"
"29556"	"L370.11"	82	0	3	0	"placenta accreta without haemorrhage"	"February 2009"
"40710"	"L395z00"	3955	0	0	0	"forceps delivery nos"	"February 2009"
"21196"	"ZV23.00"	140	0	39	0	"[v]high-risk pregnancy supervision"	"February 2009"
"26712"	"L340300"	903	0	88	0	"labial tear during delivery"	"February 2009"
"25713"	"Z262M00"	11	0	0	0	"placenta offensive odour"	"February 2009"
"38669"	"5844.11"	47	0	3	69	"placenta u-s scan"	"February 2009"
"89154"	"Z262S00"	3	0	0	0	"placental vessel observation"	"February 2009"
"20826"	"L241011"	62	0	3	0	"uterine fibroid affecting obstetric care"	"February 2009"
"30618"	"Z22AB00"	1146	0	81	0	"unplanned pregnancy"	"February 2009"
"37280"	"L36z.00"	1196	0	3	0	"postpartum haemorrhage nos"	"February 2009"
"99968"	"L321000"	2	0	0	0	"unspecified prolonged labour, unspecified"	"June 2010"
"62789"	"Q031.00"	3	0	0	0	"fetus/neonate affected by malposition/disproportion-delivery"	"February 2009"
"97391"	"L281200"	11	0	0	0	"premature rupture of membranes with antenatal problem"	"August 2009"
"2624"	"Q033.00"	5777	0	340	1	"fetus or neonate affected by vacuum extraction delivery"	"February 2009"
"43327"	"L292100"	9	0	0	0	"unspecified maternal pyrexia during labour - delivered"	"February 2009"
"37245"	"L345000"	13	0	1	0	"vulval and perineal haematoma during delivery, unspecified"	"February 2009"
"10775"	"8B74.00"	4105	0	34	0	"iron supplement in pregnancy"	"February 2009"
"107197"	"L170z00"	4	0	0	0	"maternal syphilis in pregnancy/childbirth/puerperium nos"	"November 2013"
"90743"	"7L1e.00"	111	0	0	0	"delivery of oral chemotherapy for neoplasm"	"February 2009"
"112908"	"L113z00"	1	0	0	0	"antepartum haemorrhage with coagulation defect nos"	"September 2018"
"103797"	"Z262400"	2	0	0	0	"placenta normal size"	"February 2012"
"19599"	"L340.00"	4147	0	5	0	"first degree perineal tear during delivery"	"February 2009"
"2664"	"L180900"	8595	0	64	1	"gestational diabetes mellitus"	"February 2009"
"11650"	"L342.00"	5170	0	65	0	"third degree perineal tear during delivery"	"February 2009"
"45451"	"L240211"	1	0	0	0	"bicornuate uterus - baby delivered + postpartum complication"	"February 2009"
"65725"	"L413000"	39	0	0	0	"antenatal deep vein thrombosis unspecified"	"February 2009"
"116369"	"L21y100"	1	0	0	0	"other multiple pregnancy - delivered"	"August 2023"
"51736"	"7F17100"	32	0	0	0	"low vacuum delivery"	"February 2009"
"62279"	"7L0D114"	3	0	0	0	"l'episcopo operation for obstetric palsy"	"February 2009"
"73559"	"L13z000"	17	0	0	0	"unspecified pregnancy vomiting unspecified"	"February 2009"
"44306"	"L126600"	54	0	0	0	"eclampsia in labour"	"February 2009"
"112561"	"L440z00"	6	0	0	0	"puerperal cerebrovascular disorder nos"	"April 2018"
"13819"	"62F..00"	945	0	54	4563	"antenatal amniocentesis"	"February 2009"
"95703"	"7M0f100"	91	0	0	0	"14 - 20 weeks gestational age"	"February 2009"
"52308"	"Q211.00"	43	0	0	0	"fetal death due to labour anoxia"	"February 2009"
"107186"	"L266200"	2	0	0	0	"large-for-dates with antenatal problem"	"October 2013"
"36703"	"L345.00"	73	0	5	0	"vulval and perineal haematoma during delivery"	"February 2009"
"2458"	"7F17.00"	21670	0	717	0	"vacuum delivery"	"February 2009"
"70901"	"Q023100"	24	0	0	0	"fetus/neonate affected by feto-maternal transplacental trans"	"February 2009"
"68215"	"L188100"	14	0	0	0	"abnormal gtt during pregnancy - baby delivered"	"February 2009"
"48708"	"Z244411"	11	0	0	0	"postmature labour"	"February 2009"
"16750"	"6221.00"	28559	0	399	0	"antenatal care: primigravida"	"February 2009"
"21160"	"ZV72A00"	870	0	29	0	"[v]pregnancy not (yet) confirmed"	"February 2009"
"13984"	"584E.00"	110	0	8	154	"antenatal ultrasound confirms ectopic pregnancy"	"February 2009"
"112124"	"L171000"	1	0	0	0	"maternal gonorrhoea, unspec whether in pregnancy/puerperium"	"September 2017"
"22975"	"62B3.00"	10167	0	45	0	"g.p. unit delivery booking"	"February 2009"
"71876"	"L169200"	1	0	0	0	"herpes gestationis - delivered with postnatal complication"	"February 2009"
"32988"	"62B5.00"	151	0	0	0	"private home delivery booking"	"February 2009"
"32989"	"62B7.00"	128	0	0	0	"domino delivery"	"February 2009"
"94059"	"7F2Az00"	13	0	0	0	"obstetric doppler studies nos"	"February 2009"
"28730"	"L355.11"	159	0	2	0	"bladder injury - obstetric"	"February 2009"
"22765"	"L355.12"	22	0	0	0	"urethra injury - obstetric"	"February 2009"
"27916"	"L353.12"	111	0	6	0	"tear of cervix - obstetric"	"February 2009"
"71851"	"L229200"	4	0	0	0	"prolapsed arm with antenatal problem"	"February 2009"
"31934"	"L45..00"	717	0	12	0	"obstetric breast infections"	"February 2009"
"40723"	"L12z.00"	441	0	2	0	"unspecified hypertension in pregnancy/childbirth/puerperium"	"February 2009"
"95354"	"Z255300"	3	0	0	0	"progess of second stage of labour"	"February 2009"
"109421"	"Q03y400"	1	0	0	0	"fetus or neonate affected by long labour"	"March 2015"
"112351"	"L451200"	1	0	0	0	"obstetric breast abscess - deliv with postnatal complication"	"December 2017"
"67893"	"L2C..00"	3	0	0	0	"malnutrition in pregnancy"	"February 2009"
"70993"	"L16Az00"	75	0	0	0	"glycosuria during pregnancy nos"	"February 2009"
"49485"	"L263600"	14	0	1	1	"labour+delivery complicatd by biochem evidence/fetal stress"	"February 2009"
"104542"	"67AH.00"	20	0	0	0	"education about toxoplasmosis precautions during pregnancy"	"July 2012"
"105865"	"67AJ.00"	348	0	1	0	"provision of information about antenatal screening"	"March 2013"
"23438"	"L2z..00"	295	0	37	0	"risk factors in pregnancy nos"	"February 2009"
"102136"	"L292z00"	5	0	0	0	"unspecified maternal pyrexia during labour nos"	"April 2011"
"62622"	"L30z000"	1	0	0	0	"obstructed labour nos, unspecified"	"February 2009"
"108419"	"L38X.00"	3	0	0	0	"complication of anaesthesia during labour and deliv unsp"	"July 2014"
"112111"	"L096000"	1	0	0	0	"air embolism following abortive pregnancy"	"September 2017"
